# reps=1000, dist name=uniform, dist param=0, TYPE=UINT64, BLOCK_SIZE=16512, SEQREAD_CACHE_SIZE=1024, NR_TASKLETS=1, CALL_OVERHEAD=128
# QUICK_THRESHOLD=18, PIVOT=MEDIAN_OF_RANDOM, PARTITION_PRIO=RIGHT, RECURSIVE=true, MERGE_THRESHOLD=32
n	µ_Normal σ_Normal	µ_TrivialBC σ_TrivialBC	µ_NoTrivial σ_NoTrivial	µ_OneInsertion σ_OneInsertion	µ_ThreshBC σ_ThreshBC	µ_ThreshTrivBC σ_ThreshTrivBC	µ_ThreshThenTriv σ_ThreshThenTriv	µ_TrivInThresh σ_TrivInThresh
16  	   5220   618	   5211   618	   5888   737	   5976   738	   5458   520	   5416   524	   5888   738	   5899   738
24  	   9016   873	   9013   869	  10180  1024	  10486  1061	   9472   961	   9394   967	  10000   992	  10203  1025
32  	  12897   986	  12905   985	  14666  1198	  15086  1247	  13778  1172	  13671  1178	  14336  1138	  14697  1198
48  	  21379  1288	  21397  1286	  24392  1558	  25038  1609	  23169  1520	  23016  1513	  23745  1472	  24436  1559
64  	  30239  1519	  30272  1519	  34641  1855	  35526  1908	  33102  1802	  32898  1798	  33621  1742	  34701  1857
96  	  49258  2005	  49317  2002	  56713  2483	  58074  2550	  54608  2451	  54301  2445	  54816  2287	  56803  2485
128 	  69100  2511	  69188  2511	  79860  3150	  81694  3229	  77221  3112	  76813  3106	  76991  2866	  79978  3151
192 	 110895  3458	 111037  3455	 128670  4383	 131449  4449	 125079  4314	 124468  4298	 123670  3944	 128849  4386
256 	 154672  4271	 154866  4266	 180100  5617	 183819  5691	 175576  5510	 174759  5501	 172721  4959	 180334  5618
384 	 246621  6673	 246923  6665	 288253  8740	 293875  8822	 282112  8628	 280887  8616	 275717  7665	 288603  8741
512 	 341479  7692	 341896  7682	 400125 10455	 407624 10521	 392546 10257	 390926 10244	 382107  9009	 400597 10456
768 	 541647 12175	 542277 12171	 636876 16199	 648186 16290	 626796 16051	 624368 16043	 606760 13973	 637578 16201
1024	 748070 15468	 748921 15464	 881645 21065	 896705 21175	 869185 20875	 865932 20882	 838839 17942	 882573 21072
