# reps=1000, dist name=uniform, dist param=0, TYPE=UINT32, BLOCK_SIZE=16512, SEQREAD_CACHE_SIZE=1024, NR_TASKLETS=1, CALL_OVERHEAD=128
# QUICK_THRESHOLD=18, PIVOT=MEDIAN_OF_RANDOM, PARTITION_PRIO=RIGHT, RECURSIVE=false, MERGE_THRESHOLD=32
n	µ_Normal σ_Normal	µ_TrivialBC σ_TrivialBC	µ_NoTrivial σ_NoTrivial	µ_OneInsertion σ_OneInsertion	µ_ThreshBC σ_ThreshBC	µ_ThreshTrivBC σ_ThreshTrivBC	µ_ThreshThenTriv σ_ThreshThenTriv	µ_TrivInThresh σ_TrivInThresh
16  	   4288   497	   4278   497	   4267   496	   4278   496	   4427   410	   4458   406	   4278   496	   4278   496
24  	   7522   736	   7546   737	   7462   734	   7665   773	   7662   771	   7698   773	   7502   740	   7485   734
32  	  10713   829	  10760   831	  10631   822	  10936   874	  11080   904	  11125   907	  10685   830	  10662   823
48  	  17742  1079	  17828  1079	  17617  1075	  18128  1128	  18628  1167	  18695  1168	  17700  1083	  17661  1073
64  	  25025  1260	  25157  1265	  24856  1252	  25580  1313	  26524  1367	  26616  1371	  24969  1261	  24916  1253
96  	  40697  1656	  40915  1658	  40438  1647	  41592  1722	  43639  1831	  43775  1835	  40615  1658	  40526  1649
128 	  56974  2041	  57278  2048	  56626  2031	  58208  2119	  61543  2275	  61723  2281	  56865  2045	  56742  2033
192 	  91277  2749	  91755  2754	  90751  2743	  93185  2821	  99439  3085	  99708  3089	  91111  2754	  90927  2740
256 	 127086  3366	 127738  3369	 126387  3359	 129671  3447	 139258  3864	 139617  3868	 126869  3371	 126616  3357
384 	 202256  5149	 203256  5145	 201204  5138	 206206  5234	 223182  5959	 223712  5961	 201932  5149	 201547  5140
512 	 279718  5911	 281065  5915	 278308  5904	 284998  5999	 310064  6979	 310778  6984	 279276  5915	 278765  5901
768 	 442922  9225	 444957  9233	 440793  9215	 450929  9320	 493890 10847	 494963 10862	 442256  9227	 441483  9217
1024	 611080 11682	 613802 11695	 608260 11659	 621779 11791	 683977 13954	 685395 13961	 610207 11676	 609176 11666
